# Title: Measuring the Rotation Period Distribution of Field M-dwarfs with Kepler
# Authors: A. McQuillan, S. Aigrain and T. Mazeh
#
# Table 2. M-dwarfs with detected rotation periods.
#
KID,Teff,logg,Mass,Period,Period_Err,Amplitude,Flag
8678480,3815,4.70,0.4711,34.247,0.656,8.8,NF
8716714,3710,4.43,0.4312,22.610,0.210,11.5,NF
8718072,3931,4.53,0.5162,32.745,0.079,6.2,NF
8739070,3862,4.68,0.4893,19.759,0.025,13.1,NF
8741649,3692,4.27,0.4244,40.643,14.350,19.7,NF
8746355,3925,4.29,0.5138,35.228,0.280,4.2,NF
8749769,3651,4.38,0.4092,22.436,0.522,13.0,NF
8753991,3927,4.57,0.5146,17.011,0.046,4.3,NF
8759399,3874,4.26,0.4939,20.638,0.049,12.2,NF
8776565,3692,4.53,0.4244,2.677,0.000,27.4,PB
8777235,3938,4.44,0.5189,26.809,0.136,12.7,NF
8780122,3921,4.49,0.5123,24.234,0.176,10.8,NF
8780274,3718,4.33,0.4342,31.856,0.560,8.4,NF
8801244,3904,4.61,0.5056,20.413,0.049,5.0,NF
8801919,3958,4.28,0.5268,31.427,0.079,5.1,NF
8804018,3904,4.49,0.5056,36.586,0.149,6.6,NF
8804147,3975,4.37,0.5335,38.538,15.465,7.3,NF
8807085,3826,4.56,0.4754,3.249,0.000,55.9,PB
8814775,3535,4.10,0.3668,2.289,0.000,29.7,PB
8822710,3824,4.35,0.4746,20.188,0.161,3.5,NF
8823902,3712,4.46,0.4319,29.363,0.152,7.8,NF
8824158,3919,4.54,0.5115,42.482,10.248,6.1,NF
8825951,3904,4.46,0.5056,17.123,0.034,8.2,NF
8838894,3845,4.43,0.4827,37.056,0.700,11.1,NF
8839947,3803,4.32,0.4665,15.039,0.015,7.7,NF
8843975,3905,4.57,0.5060,15.448,0.064,7.2,NF
8844761,3866,4.44,0.4908,20.331,0.074,1.3,NF
8845205,3576,4.44,0.3816,51.002,26.978,13.6,PL
8846163,4180,4.70,0.6153,52.290,15.625,4.7,NF
8847759,3851,4.54,0.4850,4.781,0.025,8.7,NF
8873448,3919,4.54,0.5115,3.453,0.000,62.4,PB
8881126,3890,4.62,0.5002,36.924,12.635,5.5,NF
8881243,3827,4.57,0.4758,32.203,0.586,6.1,NF
8882315,3894,4.55,0.5017,19.412,0.012,6.2,NF
8890150,3900,4.50,0.5041,19.902,0.025,12.9,PL
8892000,3666,4.47,0.4147,21.414,0.037,10.1,NF
8895062,3931,4.31,0.5162,21.414,0.594,2.5,NF
8908779,3923,4.58,0.5131,27.361,0.364,6.1,NF
8909853,3743,4.63,0.4436,49.020,3.736,9.9,NF
8912241,3887,4.54,0.4990,23.621,0.800,5.8,NF
8912302,3992,4.39,0.5402,13.762,0.121,3.4,NF
8912338,3881,4.42,0.4967,38.088,12.711,7.8,NF
8933532,3902,4.46,0.5048,18.370,0.493,2.5,NF
8935605,3938,4.53,0.5189,18.309,0.086,3.9,NF
8935655,3533,4.13,0.3661,2.002,0.000,9.0,PB
8940442,3944,4.54,0.5213,31.335,0.569,10.0,NF
8940708,3923,4.58,0.5131,19.065,0.025,5.2,NF
8941398,3956,4.62,0.5260,18.554,0.106,3.9,NF
8946785,3932,4.55,0.5166,14.682,0.015,14.0,NF
8946916,3979,4.50,0.5351,20.311,0.074,3.8,NF
8947255,3691,4.41,0.4241,7.438,0.010,30.1,NF
8957023,3553,4.12,0.3733,42.604,21.465,13.8,NF
8957803,3892,4.29,0.5009,15.959,0.000,11.9,NF
8961162,3712,4.54,0.4319,18.697,0.057,20.6,NF
8962137,3659,4.55,0.4121,22.784,0.095,12.9,NF
8977910,3512,4.04,0.3586,10.769,0.000,27.1,NF
8985072,3875,4.46,0.4943,26.329,0.691,3.9,NF
9002074,3715,4.45,0.4331,17.154,0.218,22.2,NF
9004474,3827,4.47,0.4758,25.808,1.909,17.3,NF
9005449,3531,4.18,0.3654,44.852,14.585,5.8,NF
9019435,3672,4.46,0.4170,3.024,0.000,16.5,PB
9020510,3864,4.34,0.4901,25.031,0.076,4.4,NF
9022001,3801,4.66,0.4658,14.651,0.030,9.6,NF
9024869,3989,4.61,0.5390,20.618,0.074,18.7,NF
9024907,3721,4.55,0.4353,36.873,0.534,5.0,NF
9026334,3672,4.54,0.4170,32.367,0.070,5.6,NF
9031452,3898,4.56,0.5033,23.754,0.359,5.1,NF
9041163,3977,4.47,0.5343,13.108,0.045,8.7,NF
9041966,3667,4.22,0.4151,31.907,0.201,9.0,NF
9050287,3885,4.61,0.4982,19.105,0.074,5.2,NF
9071446,3940,4.55,0.5197,17.348,0.063,6.3,NF
9075708,3986,4.52,0.5378,0.511,0.000,2.3,PB
9075931,3963,4.50,0.5288,18.339,0.023,4.6,NF
9076474,3827,4.63,0.4758,16.807,0.132,4.1,NF
9077376,3882,4.35,0.4971,15.754,0.118,6.2,NF
9080730,3950,4.43,0.5237,31.263,0.166,6.5,NF
9085112,3993,4.58,0.5406,23.621,0.739,3.5,NF
9088379,3932,4.53,0.5166,34.308,1.443,5.5,NF
9092374,3979,4.56,0.5351,16.408,0.064,3.0,NF
9093501,3706,4.47,0.4297,49.409,15.222,5.5,NF
9101205,3912,4.48,0.5088,35.146,0.822,4.2,NF
9107656,3860,4.55,0.4885,29.363,0.324,8.4,NF
9112164,3728,4.25,0.4380,18.380,0.178,6.3,NF
9118518,3737,4.49,0.4414,20.740,0.037,8.2,NF
9137385,3960,4.44,0.5276,25.522,0.136,10.5,NF
9138149,3994,4.51,0.5410,30.211,0.070,7.4,NF
9141177,3931,4.59,0.5162,30.814,0.105,6.2,NF
9142334,3838,4.49,0.4800,20.863,0.198,3.6,NF
9142714,3665,4.44,0.4143,10.840,0.056,36.4,NF
9146935,3808,4.59,0.4684,23.407,0.020,11.3,NF
9151921,3870,4.56,0.4924,25.368,0.312,2.8,NF
9157515,3925,4.51,0.5138,19.289,0.099,3.2,NF
9160884,3853,4.64,0.4858,25.828,0.030,5.3,NF
9161260,3884,4.52,0.4978,14.917,0.015,5.8,NF
9161330,3919,4.56,0.5115,16.020,0.118,3.2,NF
9165053,3874,4.53,0.4939,30.385,0.044,10.5,NF
9173561,3656,4.42,0.4110,22.089,0.034,5.7,NF
9175009,3836,4.58,0.4792,25.542,0.924,3.5,NF
9179906,3686,4.31,0.4222,8.817,0.015,14.2,NF
9182756,3943,4.57,0.5209,15.315,0.045,7.2,NF
9201463,0,-inf,0.0000,5.507,0.297,12.1,NF
9201919,3895,4.49,0.5021,40.213,10.074,3.2,NF
9205855,3612,4.19,0.3948,0.920,0.000,15.4,PB
9216811,3846,4.54,0.4831,15.407,0.021,8.7,NF
9221091,3677,4.21,0.4188,21.895,0.942,5.4,NF
9224514,3856,4.58,0.4870,18.002,0.092,5.3,NF
9229798,3618,4.20,0.3970,42.216,14.316,5.9,NF
9230137,3510,4.05,0.3579,41.991,15.709,10.3,NF
9238899,3915,4.38,0.5099,4.209,0.000,39.0,PB
9265122,3736,4.49,0.4410,21.210,0.049,8.2,NF
9265875,3967,4.55,0.5304,13.210,0.030,2.4,NF
9266689,3911,4.49,0.5084,24.714,0.393,3.7,NF
9267818,3732,4.35,0.4395,10.758,0.005,43.6,NF
9269155,3964,4.36,0.5292,26.523,1.864,2.8,NF
9278258,3967,4.55,0.5304,14.876,0.015,8.4,NF
9279516,3905,4.59,0.5060,19.126,0.049,8.1,NF
9283820,3947,4.50,0.5225,20.270,0.111,6.3,NF
9289916,3751,4.62,0.4467,18.002,0.023,22.5,NF
9290256,3728,4.72,0.4380,46.691,12.727,5.38,NF
9291325,3834,4.58,0.4784,18.901,0.037,5.6,NF
9326184,3975,4.55,0.5335,15.938,0.054,3.7,NF
9326466,3906,4.68,0.5064,33.664,0.087,3.0,NF
9328136,3890,4.55,0.5002,26.462,0.106,5.7,NF
9333505,3522,4.05,0.3622,35.125,1.522,3.9,NF
9335198,3840,4.75,0.4808,14.743,0.197,15.3,NF
9347854,4000,4.51,0.5434,35.963,0.796,5.4,NF
9351620,3946,4.48,0.5221,31.907,0.227,6.1,NF
9357375,3987,4.60,0.5382,18.166,0.155,3.0,NF
9388479,3684,4.43,0.4214,36.137,0.236,8.5,PL
9390653,3654,4.42,0.4103,44.157,14.146,4.2,PL
9395205,3891,4.60,0.5006,5.037,0.025,24.2,NF
9396164,3811,4.62,0.4696,28.403,0.015,6.7,NF
9397683,3980,4.59,0.5355,36.198,0.219,4.70,NF
9405445,3896,4.46,0.5025,34.492,0.499,6.6,NF
9406987,3900,4.46,0.5041,26.789,0.485,6.6,NF
9407162,3657,4.46,0.4114,36.290,17.346,7.3,NF
9407581,3679,4.58,0.4196,4.271,0.000,23.6,PB
9410888,3997,4.55,0.5422,19.984,0.025,6.2,NF
9414088,3983,4.50,0.5367,26.012,0.045,7.7,NF
9419288,3853,4.56,0.4858,20.188,0.012,8.5,NF
9419545,3929,4.46,0.5154,40.704,12.190,7.5,NF
9425635,3849,4.53,0.4842,15.019,0.107,11.2,NF
9426508,3560,4.23,0.3758,40.786,12.451,10.3,NF
9446945,3690,4.45,0.4237,47.794,15.813,11.8,NF
9455181,3981,4.44,0.5359,25.358,0.227,4.2,NF
9455236,3941,4.45,0.5201,25.297,0.015,12.0,NF
9455756,3953,4.40,0.5248,23.509,0.020,2.2,NF
9467899,3804,4.54,0.4669,16.725,0.126,6.1,NF
9468935,3934,4.42,0.5174,10.860,0.025,24.0,NF
9471262,3666,4.58,0.4147,33.031,0.639,4.5,NF
9472906,3801,4.54,0.4658,32.970,0.061,21.4,NF
9473985,3572,4.63,0.3802,20.883,0.037,14.6,NF
9474589,3232,4.62,0.2639,22.896,0.095,5.4,NF
9481758,3852,4.53,0.4854,17.614,0.160,4.7,NF
9488191,3911,4.41,0.5084,15.938,0.354,7.0,NF
9508744,3818,4.59,0.4723,18.370,0.109,5.4,NF
9512162,3955,4.60,0.5256,19.167,0.062,2.2,NF
9519275,3729,4.41,0.4383,18.309,0.052,5.4,NF
9520539,3899,4.61,0.5037,17.215,0.074,3.4,NF
9520546,3920,4.68,0.5119,17.144,0.115,4.2,NF
9529435,3822,4.60,0.4738,34.165,0.122,11.5,NF
9532760,3651,4.61,0.4092,36.801,0.306,2.7,NF
9540467,3757,4.46,0.4490,8.429,0.030,16.6,NF
9543852,3976,4.51,0.5339,28.811,0.227,10.3,NF
9569210,3924,4.63,0.5135,21.149,0.298,5.2,NF
9573366,3875,4.53,0.4943,34.645,0.140,5.6,NF
9573685,3929,4.42,0.5154,30.650,0.070,20.2,PL
9575305,3948,4.50,0.5229,30.058,0.379,7.1,NF
9575728,3967,4.45,0.5304,39.478,11.531,2.93,NF
9575777,3829,4.65,0.4765,21.895,0.203,6.8,NF
9581885,3738,4.51,0.4417,10.615,0.015,56.8,NF
9583357,3965,4.56,0.5296,21.721,0.230,3.9,NF
9583871,3968,4.44,0.5307,15.570,0.126,4.8,NF
9588430,3683,4.42,0.4211,37.700,16.992,6.8,NF
9588514,3734,4.66,0.4402,20.066,0.297,7.5,NF
9588880,3865,4.34,0.4904,7.244,0.015,34.9,PB
9596434,3999,4.33,0.5430,30.691,0.105,4.1,NF
9596620,3910,4.30,0.5080,28.464,0.424,7.5,NF
9601977,3926,4.47,0.5142,34.359,0.149,8.5,NF
9602658,3919,4.54,0.5115,20.045,0.025,8.5,NF
9605714,3725,4.31,0.4368,23.478,0.210,7.7,NF
9605900,3658,4.16,0.4117,36.658,14.834,6.7,NF
9606822,3824,4.46,0.4746,20.699,1.089,4.9,NF
9631366,3827,4.59,0.4758,7.029,0.000,12.1,NF
9632532,3853,4.41,0.4858,16.245,0.236,10.7,NF
9636406,3862,4.45,0.4893,27.790,0.061,7.3,NF
9636601,3650,4.33,0.4088,44.116,19.196,8.4,NF
9637036,3635,4.21,0.4032,40.009,19.754,2.9,NF
9640579,3818,4.70,0.4723,29.557,0.297,7.3,NF
9659036,3973,4.54,0.5327,4.976,0.005,38.3,PB
9662061,3990,4.49,0.5394,13.905,0.056,8.1,NF
9692206,3836,4.55,0.4792,14.682,0.030,23.5,NF
9693387,3918,4.36,0.5111,18.942,0.057,8.4,NF
9697725,3817,4.57,0.4719,21.067,0.037,6.3,NF
9700650,3731,4.58,0.4391,21.394,0.049,7.9,NF
9702112,3862,4.64,0.4893,31.284,0.184,5.2,NF
9702771,3974,4.52,0.5331,18.779,0.275,3.5,NF
9706804,3805,4.42,0.4673,19.800,0.037,7.3,NF
9710326,3829,4.53,0.4765,23.979,0.996,4.2,PL
9711202,3904,4.59,0.5056,24.101,0.142,4.0,NF
9712019,3999,4.51,0.5430,36.699,19.074,7.6,NF
9713071,3657,4.55,0.4114,37.332,9.552,7.91,NF
9713353,3741,4.63,0.4429,22.702,0.163,7.0,NF
9715154,3855,4.62,0.4866,30.467,0.096,7.4,NF
9715686,3856,4.33,0.4870,18.819,0.029,7.8,NF
9718972,3838,4.39,0.4800,31.202,0.157,10.0,NF
9726699,0,-inf,0.0000,0.593,0.000,24.1,PB
9726785,3727,4.57,0.4376,39.723,16.793,10.7,NF
9753740,3862,4.33,0.4893,20.127,0.037,6.0,NF
9758042,3938,4.59,0.5189,37.210,11.054,4.4,NF
9761113,3531,4.05,0.3654,0.674,0.000,38.2,PB
9772725,3890,4.54,0.5002,13.456,0.121,8.2,NF
9785648,3568,4.28,0.3787,31.642,0.157,15.6,NF
9786877,3719,4.37,0.4346,11.218,0.237,19.3,NF
9787239,3911,4.64,0.5084,36.280,0.612,5.4,PL
9790889,3851,4.52,0.4850,31.315,0.175,12.3,NF
9813003,3920,4.57,0.5119,24.663,0.549,4.2,NF
9818003,3842,4.55,0.4815,18.574,0.092,5.2,NF
9825237,3723,4.62,0.4361,45.485,19.307,4.6,NF
9827048,3970,4.47,0.5315,26.666,0.015,11.1,NF
9828292,3859,4.35,0.4881,9.686,0.015,36.9,NF
9848792,3719,4.46,0.4346,29.200,0.409,6.7,NF
9848932,3702,4.47,0.4282,32.561,0.525,4.8,NF
9873729,3832,4.37,0.4777,18.860,0.057,5.8,NF
9879930,3709,4.50,0.4308,30.262,0.560,5.2,NF
9882303,3911,4.50,0.5084,29.843,0.061,10.3,NF
9885985,3858,4.54,0.4877,37.823,17.837,8.2,NF
9898046,3958,4.58,0.5268,14.487,0.101,6.2,NF
9898639,3829,4.68,0.4765,41.889,18.247,16.0,NF
9903613,3852,4.49,0.4854,13.844,0.010,20.0,NF
9903965,3660,4.39,0.4125,43.626,15.239,11.1,NF
9933305,3922,4.51,0.5127,34.002,0.262,4.9,NF
9933464,3659,4.24,0.4121,1.226,0.000,49.1,PB
9934865,3694,4.60,0.4252,19.330,0.025,8.6,NF
9935558,3591,4.41,0.3871,51.687,16.350,7.7,NF
9935739,3601,4.21,0.3907,42.461,17.045,15.8,NF
9941061,3731,4.39,0.4391,21.394,0.124,3.9,NF
9941632,3915,4.39,0.5099,24.531,0.122,3.0,NF
9941718,3724,4.45,0.4365,3.698,0.000,23.6,PB
9942242,3524,4.16,0.3629,49.797,16.459,17.8,NF
9942695,3697,4.64,0.4263,18.022,0.011,6.6,NF
9944770,3856,4.65,0.4870,28.444,0.045,8.5,NF
9945771,3921,4.38,0.5123,2.677,0.000,57.2,PB
9955316,3821,4.49,0.4734,35.217,0.175,8.4,NF
9963819,3676,4.32,0.4184,41.582,14.360,6.55,NF
9991488,3661,4.19,0.4129,21.997,0.047,14.9,NF
9991565,3936,4.42,0.5182,14.763,0.095,5.9,NF
9992083,3839,4.46,0.4804,0.419,0.005,84.3,PB
10020291,3515,4.13,0.3597,53.659,25.764,9.7,NF
10027247,3863,4.26,0.4897,17.481,0.040,5.8,PL
10057537,3658,4.19,0.4117,36.924,11.335,14.7,NF
10065745,3719,4.43,0.4346,2.084,0.000,21.4,PB
10067340,3602,4.16,0.3911,5.640,0.000,22.7,PB
10068906,3958,4.39,0.5268,15.754,0.032,7.4,NF
10079354,3944,4.48,0.5213,39.376,17.296,9.9,NF
10081899,3690,4.43,0.4237,28.954,0.318,9.3,NF
10087130,3880,4.57,0.4963,12.485,0.010,20.0,NF
10091404,3915,4.53,0.5099,25.726,0.076,3.3,NF
10091786,3722,4.61,0.4357,13.221,0.071,10.7,NF
10093963,3834,4.55,0.4784,28.505,0.167,8.8,NF
10094872,3992,4.48,0.5402,22.375,0.257,6.8,NF
10096977,3714,4.50,0.4327,11.300,0.020,38.6,NF
10099790,3812,4.53,0.4700,17.869,0.057,3.8,HM
10118677,3967,4.54,0.5304,22.743,0.034,4.9,NF
10118816,3978,4.52,0.5347,39.090,12.153,3.4,PL
10119326,3662,4.59,0.4132,20.515,0.074,4.6,NF
10124435,3905,4.52,0.5060,20.352,0.186,8.2,NF
10128261,3880,4.61,0.4963,29.424,0.045,5.6,NF
10128760,3663,4.33,0.4136,16.531,0.139,21.1,NF
10129425,3940,4.50,0.5197,22.508,0.041,7.4,NF
10130595,3807,4.57,0.4681,22.079,0.122,7.2,NF
10130646,3721,4.62,0.4353,44.259,21.221,7.4,NF
10140708,4000,4.56,0.5434,18.881,0.037,5.4,NF
10146539,3654,4.13,0.4103,5.190,0.000,11.1,PB
10158021,3961,4.55,0.5280,16.613,0.096,7.5,NF
10162201,3850,4.54,0.4846,19.453,0.012,7.6,NF
10163894,3675,4.57,0.4181,39.703,11.055,10.2,NF
10165815,3847,4.86,0.4835,20.924,0.346,4.06,NF
10166274,3931,4.73,0.5162,25.093,0.303,5.2,PL
10166321,3936,4.47,0.5182,26.012,0.061,16.8,NF
10185859,3901,4.57,0.5045,24.439,0.262,3.70,NF
10185979,3838,4.55,0.4800,20.454,0.099,6.3,NF
10188460,3850,4.47,0.4846,13.742,0.015,12.8,NF
10188654,3957,4.52,0.5264,17.369,0.034,3.8,NF
10196885,3692,4.42,0.4244,36.239,1.583,6.2,NF
10197875,3875,4.55,0.4943,28.178,0.197,4.00,NF
10197916,3860,4.58,0.4885,21.925,0.034,8.0,NF
10203345,3950,4.62,0.5237,14.120,0.010,19.4,NF
10213932,3875,4.54,0.4943,31.407,0.201,14.2,NF
10215254,3906,4.53,0.5064,35.493,0.149,17.4,NF
10219019,3849,4.60,0.4842,17.154,0.011,7.7,NF
10223447,3645,4.43,0.4069,19.065,0.062,5.1,NF
10224595,3528,4.17,0.3643,56.223,15.123,7.8,NF
10224611,3516,4.04,0.3600,31.672,0.525,3.9,HM
10224804,3828,4.74,0.4761,15.877,0.096,9.6,NF
10253829,3914,4.40,0.5095,34.829,0.621,12.71,NF
10253901,3698,4.45,0.4267,44.872,21.313,14.6,NF
10255692,3813,4.53,0.4704,21.517,0.025,3.3,NF
10259154,3960,4.45,0.5276,15.550,0.043,8.2,NF
10262494,3810,4.61,0.4692,27.381,0.152,9.6,NF
10266175,3534,4.10,0.3665,45.628,14.237,11.6,NF
10267392,3981,4.53,0.5359,29.486,0.076,8.6,NF
10267590,3909,4.46,0.5076,14.937,0.035,4.2,NF
10268893,3739,4.54,0.4421,36.505,0.061,9.7,NF
10269616,3559,4.05,0.3755,43.238,13.802,33.2,NF
10273194,3658,4.32,0.4117,23.519,0.535,6.5,HM
10285642,3723,4.65,0.4361,31.090,0.691,7.6,NF
10289442,3895,4.51,0.5021,33.225,0.131,4.1,NF
10289679,3813,4.49,0.4704,31.090,0.201,7.2,NF
10293445,3708,4.38,0.4304,38.303,0.674,6.8,NF
10294074,3723,4.49,0.4361,20.454,0.111,4.5,NF
10298103,3866,4.53,0.4908,26.216,0.152,7.8,NF
10320483,3825,4.52,0.4750,25.706,0.848,5.2,NF
10320656,3845,4.56,0.4827,19.105,0.049,10.8,HM
10322177,3690,4.32,0.4237,44.075,21.713,10.6,NF
10322554,3783,4.46,0.4589,35.984,0.245,9.2,NF
10323994,3975,4.53,0.5335,22.978,0.169,9.0,NF
10324374,3924,4.67,0.5135,31.693,0.630,7.3,NF
10328903,3743,4.54,0.4436,19.146,0.557,6.6,NF
10329835,3914,4.39,0.5095,22.640,0.373,3.6,PL
10332732,3546,4.18,0.3708,3.494,0.000,16.1,PB
10332883,3898,4.49,0.5033,19.105,0.111,5.7,PL
10336624,3541,4.13,0.3690,31.733,14.574,3.9,NF
10341831,3851,4.42,0.4850,25.889,0.264,5.6,PL
10346931,3894,4.69,0.5017,24.245,0.339,3.6,NF
10350965,3904,4.54,0.5056,16.939,0.152,5.0,NF
10355509,3952,4.58,0.5244,13.691,0.071,11.6,NF
10359854,3961,4.54,0.5280,13.548,0.010,20.5,NF
10382584,3929,4.57,0.5154,33.103,0.236,7.7,NF
10387256,3978,4.78,0.5347,43.115,12.971,3.9,NF
10387746,3675,4.42,0.4181,19.943,0.062,9.7,NF
10388286,3740,4.55,0.4425,38.272,11.638,9.0,PL
10388451,3929,4.79,0.5154,41.869,13.124,7.4,NF
10395312,3728,4.32,0.4380,20.209,0.111,12.3,NF
10395858,3951,4.51,0.5241,16.204,0.032,6.0,NF
10397969,3950,4.55,0.5237,16.204,0.118,5.3,NF
10398659,3744,4.62,0.4440,24.704,0.076,9.1,NF
10404108,3963,4.49,0.5288,13.558,0.020,5.0,NF
10406791,3856,4.38,0.4870,32.551,0.122,18.3,NF
10406828,3659,4.61,0.4121,21.353,0.198,9.0,NF
10420508,3626,4.55,0.3999,36.188,0.087,5.5,NF
10422607,3970,4.53,0.5315,36.454,0.849,3.9,NF
10424656,3843,4.60,0.4819,15.080,0.032,12.4,NF
10425412,3643,4.61,0.4062,38.824,16.323,6.3,NF
10427308,3819,4.64,0.4727,19.902,0.186,7.9,NF
10450889,3929,4.49,0.5154,23.642,0.364,5.2,NF
10454036,3852,4.43,0.4854,40.704,16.016,6.3,NF
10459632,3679,4.31,0.4196,23.223,0.027,7.5,NF
10461831,3621,4.12,0.3981,47.845,21.087,12.4,NF
10471960,3814,4.50,0.4707,7.213,0.000,37.0,NF
10482602,3798,4.43,0.4646,34.349,0.604,6.4,NF
10489206,3846,4.58,0.4831,14.385,0.061,11.5,PL
10491684,3886,4.52,0.4986,24.428,0.122,2.6,NF
10515276,3856,4.52,0.4870,30.160,0.280,3.69,NF
10515986,3668,4.30,0.4155,0.746,0.005,33.9,PB
10516213,3690,4.39,0.4237,33.389,0.297,10.4,NF
10519040,3841,4.40,0.4812,31.335,0.096,5.8,NF
10525027,3875,4.45,0.4943,29.169,0.157,8.8,PL
10525049,3856,4.48,0.4870,32.898,0.577,7.9,NF
10525990,3861,4.41,0.4889,15.448,0.129,9.1,NF
10526369,3914,4.37,0.5095,19.637,0.025,11.2,NF
10527947,3829,4.49,0.4765,23.754,0.468,3.66,NF
10529541,3937,4.40,0.5186,16.235,0.068,5.1,NF
10534762,3799,4.63,0.4650,29.424,0.167,5.91,NF
10535074,3860,4.56,0.4885,20.904,0.197,4.3,NF
10535592,3940,4.44,0.5197,16.837,0.107,6.8,NF
10535858,3802,4.57,0.4661,17.246,0.040,12.8,NF
10536761,3687,4.31,0.4226,5.640,0.020,19.9,PB
10545372,3903,4.40,0.5052,16.163,0.150,6.3,NF
10548508,3543,4.15,0.3697,9.236,0.010,22.6,NF
10548640,3564,4.20,0.3773,0.960,0.000,23.6,PB
10549100,3868,4.57,0.4916,17.358,0.137,7.7,NF
10554222,3718,4.46,0.4342,30.896,0.079,5.20,NF
10579525,3910,4.55,0.5080,27.136,0.682,4.0,NF
10579570,3992,4.53,0.5402,17.665,0.074,4.9,NF
10580447,3965,4.55,0.5296,30.794,0.273,5.8,NF
10581640,4000,4.59,0.5434,13.067,0.096,8.7,NF
10582096,3905,4.51,0.5060,34.420,0.385,16.6,NF
10586780,3709,4.35,0.4308,45.822,22.860,10.4,NF
10587070,3651,4.30,0.4092,20.842,0.273,7.0,NF
10590538,3997,4.52,0.5422,19.821,0.198,4.2,NF
10598352,3651,4.45,0.4092,34.707,0.044,7.6,NF
10602294,3878,4.53,0.4955,42.686,19.887,7.3,NF
10603046,3939,4.58,0.5193,27.483,0.167,4.0,NF
10611342,3688,4.32,0.4229,31.458,0.157,5.0,NF
10612424,3479,4.32,0.3469,36.678,17.394,5.0,NF
10612448,3252,4.63,0.2703,20.372,0.049,7.2,NF
10614833,3836,4.62,0.4792,18.125,0.092,7.3,NF
10615211,3548,4.15,0.3715,44.627,20.553,9.2,NF
10618510,3745,4.52,0.4444,31.887,0.569,6.0,NF
10618962,3856,4.56,0.4870,16.388,0.032,8.8,NF
10622511,3600,4.60,0.3904,16.858,0.171,10.0,NF
10644522,3851,4.46,0.4850,17.440,0.074,10.9,NF
10644834,3944,4.56,0.5213,21.312,0.161,3.3,NF
10647081,0,-inf,0.0000,69.679,29.937,11.1,NF
10648902,3658,4.25,0.4117,47.753,18.728,4.7,NF
10659585,3817,4.51,0.4719,25.440,0.061,10.0,NF
10666943,3914,4.63,0.5095,42.625,13.494,5.23,NF
10668098,3921,4.54,0.5123,18.411,0.052,3.8,NF
10709619,3528,4.11,0.3643,36.852,0.779,10.6,NF
10711897,3932,4.48,0.5166,17.798,0.052,8.3,NF
10713157,3826,4.51,0.4754,29.098,0.152,13.8,NF
10718806,3848,4.62,0.4839,16.950,0.102,7.4,NF
10724336,3676,4.21,0.4184,43.728,22.017,7.6,NF
10727884,3836,4.43,0.4792,30.507,0.061,23.1,NF
10729684,3628,4.62,0.4007,40.806,17.854,8.0,NF
10732063,3505,4.05,0.3561,46.875,14.580,13.37,NF
10733307,3719,4.39,0.4346,42.849,19.944,5.0,NF
10733308,3974,4.45,0.5331,29.036,0.015,3.6,NF
10734057,3861,4.33,0.4889,28.168,9.346,7.6,NF
10750514,3987,4.39,0.5382,32.132,0.131,8.0,NF
10775543,3943,4.55,0.5209,15.080,5.508,4.2,NF
10777410,3640,4.19,0.4051,34.216,0.017,11.9,NF
10789552,3909,4.41,0.5076,35.463,0.420,7.4,NF
10789903,3852,4.43,0.4854,35.708,0.114,10.0,NF
10790693,3935,4.58,0.5178,33.859,0.149,9.8,NF
10796551,3918,4.50,0.5111,16.061,0.054,4.1,NF
10798521,3746,4.68,0.4448,42.870,13.611,6.2,NF
10800330,3733,4.41,0.4399,19.146,0.062,13.9,NF
10801273,3981,4.36,0.5359,29.874,0.121,5.1,NF
10803272,3920,4.56,0.5119,19.841,0.037,7.6,NF
10803430,3919,4.38,0.5115,20.168,0.087,6.2,NF
10809258,3854,4.37,0.4862,25.767,0.455,9.3,NF
10812504,3918,4.38,0.5111,17.971,0.017,11.8,NF
10843322,3650,4.37,0.4088,39.130,9.947,3.4,NF
10844360,3675,4.46,0.4181,45.383,12.876,6.5,NF
10850518,3847,4.57,0.4835,20.699,0.106,6.3,NF
10853806,3971,4.58,0.5319,28.260,12.134,5.7,NF
10857583,3717,4.32,0.4338,10.993,0.000,92.7,NF
10858600,3906,4.81,0.5064,28.198,0.818,7.4,NF
10861090,3677,4.49,0.4188,20.393,0.049,10.1,NF
10863494,3906,4.50,0.5064,14.069,0.020,5.1,NF
10864355,3984,4.42,0.5371,28.607,0.015,7.9,NF
10872868,3674,4.40,0.4177,1.655,0.000,3.7,PB
10880655,3709,4.58,0.4308,37.659,13.538,13.8,NF
10904621,3823,4.68,0.4742,18.227,0.115,9.0,NF
10909109,3812,4.50,0.4700,15.509,0.161,3.7,NF
10909144,3919,4.55,0.5115,30.017,7.614,6.3,NF
10909367,3910,4.30,0.5080,2.983,0.000,48.7,PB
10914307,3828,4.45,0.4761,39.314,17.182,16.2,NF
10917536,3735,4.42,0.4406,44.934,11.428,7.7,NF
10919037,3997,4.68,0.5422,17.696,0.115,3.6,NF
10920281,3846,4.51,0.4831,2.411,0.000,15.6,PB
10922569,3897,4.34,0.5029,19.984,0.012,4.1,NF
10934587,3832,4.60,0.4777,39.049,22.944,6.2,NF
10938188,3657,4.33,0.4114,19.678,9.530,4.0,NF
10960118,3933,4.47,0.5170,18.962,0.062,7.5,NF
